location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,131.0028,132.3522,1.35,132.3527,136.3521,left,1,0.5243,,136.3527,137.3521,0,12,12,4,1,stim/centre.png,stim/congLeft.png,1,left,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,137.3526,137.8522,0.5,137.8528,141.8524,left,1,0.4264,,141.8532,142.8523,0,13,13,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,142.8527,143.2521,0.4,143.2525,147.2522,right,1,0.6649,,147.2528,148.2521,0,14,14,23,1,stim/both.png,stim/neutralRight.png,1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,148.2525,149.102,0.85,149.1023,153.1021,right,1,0.6614,,153.1027,154.1021,0,15,15,3,1,stim/both.png,stim/incongRight.png,-1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,154.1025,154.9022,0.8,154.9026,158.9023,left,1,0.7082,,158.9031,159.9013,0,16,16,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,159.9015,161.352,1.45,161.3525,165.3512,right,1,0.663,,165.3519,166.3521,0,17,17,11,1,stim/upper.png,stim/incongRight.png,1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,166.3524,167.1521,0.8,167.1528,171.1518,right,1,1.0671,,171.1521,172.152,0,18,18,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,172.1525,173.3011,1.15,173.3016,177.302,left,1,0.825,,177.302,178.3021,0,19,19,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,178.3025,178.9022,0.6,178.9028,182.9018,right,1,1.4746,,182.9023,183.9013,0,20,20,0,1,stim/centre.png,stim/congRight.png,-1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,183.9018,184.602,0.7,184.6025,188.6021,left,1,0.8001,,188.6029,189.602,0,21,21,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,189.6024,190.9011,1.3,190.9016,194.9019,right,1,0.5421,,194.9024,195.9021,0,22,22,18,1,stim/blank.png,stim/congRight.png,-1,right,0
1,,,2026-02-20_21h32.14.780,ant_ver113,2025.2.3,MacIntel,120.4819277,130406,130406,,,,,195.9023,196.3512,0.45,196.3519,200.352,left,1,0.422,,200.3526,201.3516,0,23,23,6,1,stim/blank.png,stim/congLeft.png,1,left,0
