location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,pracLoop.order
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,227.059,227.9066,0.85,227.9072,231.9069,right,1,231.9072,232.9077,0,11,11,0,1,stim/centre.png,stim/congRight.png,-1,right,0,1.2505,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,232.9085,233.4578,0.55,233.4588,237.4567,left,1,237.4576,238.4579,0,12,12,6,1,stim/blank.png,stim/congLeft.png,1,left,0,0.6369,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,238.4585,239.1585,0.7,239.1597,243.1577,right,0,243.1593,244.157,0,13,13,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,0.6346,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,244.1573,244.7074,0.55,244.7082,248.7073,left,1,248.7078,249.7067,0,14,14,4,1,stim/centre.png,stim/congLeft.png,1,left,0,1.1604,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,249.7071,250.8061,1.1,250.8065,254.8066,right,1,254.8081,255.8071,0,15,15,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,1.3033,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,255.8078,256.6063,0.8,256.6073,260.6072,right,1,260.6088,261.6068,0,16,16,3,1,stim/both.png,stim/incongRight.png,-1,right,0,0.8537,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,261.6073,262.7573,1.15,262.7585,266.7567,left,1,266.7573,267.7572,0,17,17,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,0.6464,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,267.7583,268.506,0.75,268.5068,272.5061,right,1,272.5073,273.5066,0,18,18,18,1,stim/blank.png,stim/congRight.png,-1,right,0,0.78,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,273.5069,274.8064,1.3,274.8071,278.8068,right,1,278.8079,279.8064,0,19,19,23,1,stim/both.png,stim/neutralRight.png,1,right,0,0.6923,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,279.8071,280.9578,1.15,280.9587,284.9572,left,1,284.9585,285.957,0,20,20,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.7543,,
1,,,2026-02-05_10h49.09.328,ant_ver113,2025.2.3,MacIntel,121.9512195,126039,126039,,,,,285.9577,,,,,,,,,0,21,21,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,23
