location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,90.6893,91.4887,0.8,91.49,95.4891,right,1,95.4901,96.4893,0,7,7,23,1,stim/both.png,stim/neutralRight.png,1,right,0,0.551,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,96.4901,97.3893,0.9,97.3901,101.3903,left,1,101.3914,102.3901,0,8,8,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,0.5991,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,102.3911,103.5402,1.15,103.5415,107.5408,left,1,107.5422,108.5408,0,9,9,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,0.6338,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,108.5416,109.0912,0.55,109.0924,113.0914,left,1,113.0928,114.0917,0,10,10,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.6247,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,114.0923,115.1416,1.05,115.1426,119.1422,left,1,119.1435,120.1423,0,11,11,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.5982,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,120.1435,121.4924,1.35,121.4939,125.493,left,1,125.4946,126.4931,0,12,12,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,0.434,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,126.4934,127.093,0.6,127.094,131.0936,right,1,131.095,132.0937,0,13,13,2,1,stim/centre.png,stim/congRight.png,1,right,0,0.5317,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,132.0944,133.1943,1.1,133.1951,137.1946,left,1,137.196,138.1949,0,14,14,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,0.5816,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,138.196,139.0445,0.85,139.0458,143.0456,right,1,143.0467,144.0457,0,15,15,0,1,stim/centre.png,stim/congRight.png,-1,right,0,0.5647,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,144.0463,145.2459,1.2,145.2474,149.2462,right,1,149.2481,150.2464,0,16,16,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,0.5873,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,150.2473,151.4464,1.2,151.4477,155.4468,right,1,155.4485,156.4471,0,17,17,11,1,stim/upper.png,stim/incongRight.png,1,right,0,0.4564,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,156.448,157.9472,1.5,157.9487,161.9477,left,1,161.9488,162.9481,0,18,18,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,0.652,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,162.9493,163.7978,0.85,163.7989,167.7983,left,1,167.8003,168.7988,0,19,19,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.4195,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,168.7994,170.1484,1.35,170.1493,174.1492,right,1,174.151,175.1492,0,20,20,13,1,stim/both.png,stim/congRight.png,-1,right,0,0.4664,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,175.1497,176.2995,1.15,176.3014,180.3001,left,1,180.302,181.3002,0,21,21,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,0.4735,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,181.3014,182.5501,1.25,182.5519,186.5554,right,1,186.5562,187.5506,0,22,22,18,1,stim/blank.png,stim/congRight.png,-1,right,0,0.6,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,187.5515,188.1512,0.6,188.1522,192.1514,left,0,192.153,193.1519,0,23,23,3,1,stim/both.png,stim/incongRight.png,-1,right,0,0.4339,,,,,,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,,,,,,,,,,,,,,,,,,,,,,193.1528,211.2053,space,8.0063,,,,,,,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,211.2221,211.6204,0.4,211.6219,215.6213,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.8038,,,,,,,0,0,0,39,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,215.6223,217.0733,1.45,217.074,221.0717,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.6212,,,,,,,0,1,1,20,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,221.0726,221.7718,0.7,221.7733,225.7778,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,0.7581,,,,,,,0,2,2,6,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,225.7783,227.0224,1.25,227.0235,231.0289,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,0.4927,,,,,,,0,3,3,42,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,231.0296,232.5768,1.55,232.5775,236.5735,right,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,0.4189,,,,,,,0,4,4,33,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,236.5741,237.524,0.95,237.525,241.5242,left,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,0.4163,,,,,,,0,5,5,36,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,241.5249,241.9242,0.4,241.9254,245.9248,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,0.8284,,,,,,,0,6,6,9,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,245.9257,246.9748,1.05,246.9758,250.9758,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,0.6161,,,,,,,0,7,7,27,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,250.9765,251.8755,0.9,251.8771,255.8648,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.4521,,,,,,,0,8,8,28,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,255.8658,256.5598,0.7,256.5621,260.5654,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,0.4276,,,,,,,0,9,9,22,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,260.5658,261.1651,0.6,261.1659,265.1604,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,0.5833,,,,,,,0,10,10,35,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,265.1614,265.9503,0.8,265.9512,269.9449,right,1,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,0.8837,,,,,,,0,11,11,44,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,269.9459,271.2947,1.35,271.2956,275.2953,right,1,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,0.684,,,,,,,0,12,12,25,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,275.2964,275.7449,0.45,275.7459,279.734,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.4664,,,,,,,0,13,13,2,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,279.7345,280.2797,0.55,280.2813,284.2794,right,1,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,0.3715,,,,,,,0,14,14,43,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,284.2799,285.3797,1.1,285.3809,289.3802,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,0.5335,,,,,,,0,15,15,29,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,289.3815,290.5303,1.15,290.5317,294.5307,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,0.8559,,,,,,,0,16,16,5,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,294.5313,295.1812,0.65,295.1823,299.1815,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.4155,,,,,,,0,17,17,47,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,299.1826,299.8315,0.65,299.8324,303.8214,right,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,0.3159,,,,,,,0,18,18,38,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,303.8219,304.4654,0.65,304.4666,308.4661,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,0.4579,,,,,,,0,19,19,32,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,308.4668,309.6163,1.15,309.6176,313.6165,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,1.1007,,,,,,,0,20,20,4,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,313.6171,314.5165,0.9,314.5174,318.5172,left,1,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,0.4674,,,,,,,0,21,21,8,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,318.5179,319.4206,0.9,319.4216,323.4179,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,0.8172,,,,,,,0,22,22,16,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,323.4187,324.5679,1.15,324.5688,328.5684,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,1.3674,,,,,,,0,23,23,21,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,328.5694,330.0685,1.5,330.0699,334.069,left,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,0.4345,,,,,,,0,24,24,45,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,334.0698,334.5246,0.45,334.5252,338.5197,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,0.5025,,,,,,,0,25,25,31,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,338.5209,339.4205,0.9,339.4219,343.4206,right,1,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,0.6919,,,,,,,0,26,26,3,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,343.4215,344.1204,0.7,344.1213,348.1209,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.7933,,,,,,,0,27,27,7,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,348.1219,349.6764,1.55,349.6772,353.6718,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,0.4429,,,,,,,0,28,28,23,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,353.6727,354.5218,0.85,354.5227,358.5112,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,0.8087,,,,,,,0,29,29,15,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,358.5118,359.5059,1,359.5079,363.506,right,1,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,0.6697,,,,,,,0,30,30,26,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,363.5067,364.5061,1,364.5082,368.5117,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,0.4088,,,,,,,0,31,31,30,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,368.5121,369.3067,0.8,369.3077,373.3127,left,1,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,0.5394,,,,,,,0,32,32,10,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,373.3131,374.1076,0.8,374.1097,378.1081,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,0.3414,,,,,,,0,33,33,13,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,378.109,379.1083,1,379.1094,383.1085,left,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.3672,,,,,,,0,34,34,11,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,383.1093,384.509,1.4,384.5105,388.5093,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.4841,,,,,,,0,35,35,0,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,388.5101,389.7594,1.25,389.7617,393.7601,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,0.5169,,,,,,,0,36,36,17,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,393.7607,394.36,0.6,394.3619,398.3609,,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,,,0,37,37,40,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,398.3614,399.7107,1.35,399.7127,403.6995,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,0.7005,,,,,,,0,38,38,37,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,403.7,404.5947,0.9,404.5957,408.5952,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,0.4344,,,,,,,0,39,39,46,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,408.5959,409.6953,1.1,409.6968,413.6961,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.6836,,,,,,,0,40,40,14,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,413.6967,415.2461,1.55,415.248,419.2465,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,0.6528,,,,,,,0,41,41,1,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,419.2476,420.3966,1.15,420.3984,424.3971,left,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,0.6229,,,,,,,0,42,42,19,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,424.3982,425.4976,1.1,425.4987,429.4983,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.6086,,,,,,,0,43,43,18,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,429.4994,430.9479,1.45,430.9488,434.9486,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.4014,,,,,,,0,44,44,41,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,434.9494,436.0984,1.15,436.0998,440.0989,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,0.6882,,,,,,,0,45,45,34,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,440.0996,441.5493,1.45,441.5509,445.5382,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,0.4201,,,,,,,0,46,46,24,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,445.5385,446.033,0.5,446.0346,450.0338,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,0.4203,,,,,,,0,47,47,12,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,450.0348,451.2838,1.25,451.2859,455.2844,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,0.6519,,,,,,,1,0,48,6,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,455.2858,456.5847,1.3,456.5864,460.5851,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,0.683,,,,,,,1,1,49,27,1,,,,,,,
1,,,2026-03-03_10h58.18.931,ant_ver113,2025.2.3,Win32,60.97560976,127977,127977,,,,,460.586,461.8856,1.3,461.8867,,,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,1,2,50,7,1,0,0,0,0,1,2,95
