location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,90.763,92.263,1.5,92.264,96.263,right,1,0.415,,96.264,97.263,0,8,8,13,1,stim/both.png,stim/congRight.png,-1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,97.265,98.513,1.25,98.514,102.513,left,0,0.633,,102.514,103.513,0,9,9,3,1,stim/both.png,stim/incongRight.png,-1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,103.514,104.263,0.75,104.264,108.263,right,1,0.499,,108.264,109.262,0,10,10,2,1,stim/centre.png,stim/congRight.png,1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,109.263,109.813,0.55,109.814,113.812,right,1,0.668,,113.814,114.812,0,11,11,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,114.813,116.262,1.45,116.263,120.262,left,1,0.482,,120.263,121.262,0,12,12,4,1,stim/centre.png,stim/congLeft.png,1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,121.263,122.512,1.25,122.513,126.512,left,1,0.583,,126.514,127.512,0,13,13,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,127.513,128.662,1.15,128.663,132.662,right,0,0.616,,132.663,133.662,0,14,14,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,133.663,135.062,1.4,135.063,139.062,,0,,,139.062,140.061,0,15,15,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,140.062,141.111,1.05,141.112,145.111,left,1,0.516,,145.113,146.111,0,16,16,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,146.112,146.511,0.4,146.512,150.511,,0,,,150.513,151.511,0,17,17,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,151.512,152.611,1.1,152.612,156.611,,0,,,156.611,157.611,0,18,18,0,1,stim/centre.png,stim/congRight.png,-1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,157.612,158.461,0.85,158.462,162.46,left,1,0.948,,162.462,163.46,0,19,19,1,1,stim/both.png,stim/incongLeft.png,1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,163.461,164.011,0.55,164.012,168.01,left,1,0.668,,168.011,169.01,0,20,20,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,169.011,169.51,0.5,169.511,173.51,left,1,0.499,,173.512,174.51,0,21,21,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,174.511,175.46,0.95,175.461,179.46,right,1,0.666,,179.461,180.46,0,22,22,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
1,,,2026-03-07_16h35.24.409,ant_ver113,2025.2.3,MacIntel,50,129574,129574,,,,,180.46,182.009,1.55,182.01,186.009,left,1,0.466,,186.011,187.009,0,23,23,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
