location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,105.566,106.71,1.15,106.711,110.71,right,0,110.71,111.71,0,7,7,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,1.338,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,111.71,113.06,1.35,113.06,117.06,,0,117.06,118.06,0,8,8,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,118.06,118.66,0.6,118.661,122.66,left,1,122.662,123.66,0,9,9,4,1,stim/centre.png,stim/congLeft.png,1,left,0,0.935,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,123.661,124.11,0.45,124.112,128.109,right,1,128.109,129.11,0,10,10,0,1,stim/centre.png,stim/congRight.png,-1,right,0,1.282,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,129.111,130.56,1.45,130.561,134.561,,0,134.562,135.561,0,11,11,2,1,stim/centre.png,stim/congRight.png,1,right,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,135.562,136.861,1.3,136.861,140.861,left,0,140.861,141.861,0,12,12,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,1.522,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,141.861,143.011,1.15,143.012,147.011,,0,147.011,148.011,0,13,13,13,1,stim/both.png,stim/congRight.png,-1,right,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,148.012,149.51,1.5,149.511,153.511,,0,153.511,154.511,0,14,14,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,154.512,155.411,0.9,155.412,159.411,,0,159.412,160.411,0,15,15,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,160.412,161.561,1.15,161.562,165.562,left,0,165.563,166.561,0,16,16,11,1,stim/upper.png,stim/incongRight.png,1,right,0,1.45,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,166.562,167.711,1.15,167.712,171.712,,0,171.712,172.712,0,17,17,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,172.712,173.562,0.85,173.563,177.562,,0,177.562,178.562,0,18,18,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,178.562,179.962,1.4,179.963,183.962,,0,183.962,184.962,0,19,19,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,184.963,185.762,0.8,185.763,190.894,,0,190.894,190.894,0,20,20,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,
